mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_nb__alpha,param_smote__k_neighbors,param_smote__sampling_strategy,param_tfidf__max_features,param_tfidf__ngram_range,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.049325418472290036,0.0037036827147305658,0.010956192016601562,0.0005596615523220906,0.5,5,minority,3000,"(1, 1)","{'nb__alpha': 0.5, 'smote__k_neighbors': 5, 'smote__sampling_strategy': 'minority', 'tfidf__max_features': 3000, 'tfidf__ngram_range': (1, 1)}",0.2595805535550822,0.3048309498805395,0.22446468459248264,0.26925005185233,0.23292018925579352,0.25820928582724556,0.028550288848253898,801
0.16324639320373535,0.0048485782008059865,0.019269657135009766,0.000528655390048724,0.5,5,minority,3000,"(1, 2)","{'nb__alpha': 0.5, 'smote__k_neighbors': 5, 'smote__sampling_strategy': 'minority', 'tfidf__max_features': 3000, 'tfidf__ngram_range': (1, 2)}",0.27536431073128864,0.3103078822555567,0.24598461735635915,0.2684973422130305,0.2554147136810815,0.2711137732474633,0.022086312088105044,746
0.3287362575531006,0.04266776739621086,0.029117059707641602,0.0034454531630575273,0.5,5,minority,3000,"(1, 3)","{'nb__alpha': 0.5, 'smote__k_neighbors': 5, 'smote__sampling_strategy': 'minority', 'tfidf__max_features': 3000, 'tfidf__ngram_range': (1, 3)}",0.2713562681203049,0.30996633736886814,0.24889159410054523,0.2671356525371255,0.25291573715269716,0.2700531178559082,0.021655367932238895,755
0.05005240440368652,0.002528190392451383,0.010520839691162109,0.0012068631911270652,0.5,5,minority,,"(1, 1)","{'nb__alpha': 0.5, 'smote__k_neighbors': 5, 'smote__sampling_strategy': 'minority', 'tfidf__max_features': None, 'tfidf__ngram_range': (1, 1)}",0.24233335570544873,0.30260077075227554,0.20624412964554006,0.24966297612783606,0.22098481117270324,0.24436520868076075,0.032934587019321046,882
0.16780409812927247,0.010866470753417146,0.020818662643432618,0.0006251281749692268,0.5,5,minority,,"(1, 2)","{'nb__alpha': 0.5, 'smote__k_neighbors': 5, 'smote__sampling_strategy': 'minority', 'tfidf__max_features': None, 'tfidf__ngram_range': (1, 2)}",0.2667289003773421,0.26780290227845693,0.21552099852001996,0.24696680992560152,0.2344687251416555,0.24629766724861518,0.019836760734408123,868
0.3356985569000244,0.008418871160800697,0.03145508766174317,0.0012961661292622618,0.5,5,minority,,"(1, 3)","{'nb__alpha': 0.5, 'smote__k_neighbors': 5, 'smote__sampling_strategy': 'minority', 'tfidf__max_features': None, 'tfidf__ngram_range': (1, 3)}",0.24990734847319038,0.3041659382139963,0.2072092577222797,0.2403311399995973,0.2304010385423682,0.2464029445902864,0.03218048221331849,867
0.0681884765625,0.000641821918656969,0.010330677032470703,0.0006101099295939557,0.5,5,not minority,1000,"(1, 1)","{'nb__alpha': 0.5, 'smote__k_neighbors': 5, 'smote__sampling_strategy': 'not minority', 'tfidf__max_features': 1000, 'tfidf__ngram_range': (1, 1)}",0.42595715516037586,0.4524257457831924,0.43159354247081894,0.41154326623812076,0.4129637714147304,0.42689669621344767,0.014862904692853616,634
0.17906684875488282,0.0033149663385458315,0.019305706024169922,0.002036587428828056,0.5,5,not minority,1000,"(1, 2)","{'nb__alpha': 0.5, 'smote__k_neighbors': 5, 'smote__sampling_strategy': 'not minority', 'tfidf__max_features': 1000, 'tfidf__ngram_range': (1, 2)}",0.4670421611311846,0.46409206728416563,0.44010491987732525,0.4008972215021358,0.4083392418914882,0.4360951223372599,0.027447796761504432,519
0.3940133571624756,0.037273608770957437,0.03298759460449219,0.004732121034080662,0.5,5,not minority,1000,"(1, 3)","{'nb__alpha': 0.5, 'smote__k_neighbors': 5, 'smote__sampling_strategy': 'not minority', 'tfidf__max_features': 1000, 'tfidf__ngram_range': (1, 3)}",0.45988285801599904,0.44569262324124637,0.43000472666972467,0.4000784442095594,0.4028390191096975,0.42769953424924545,0.02343416872956804,620
0.07007646560668945,0.0003358571983001405,0.010811805725097656,0.0008165239674286695,0.5,5,not minority,2000,"(1, 1)","{'nb__alpha': 0.5, 'smote__k_neighbors': 5, 'smote__sampling_strategy': 'not minority', 'tfidf__max_features': 2000, 'tfidf__ngram_range': (1, 1)}",0.42836549585977113,0.44994091934145763,0.4418407986533386,0.4125662721690818,0.43701420437103256,0.4339455380789364,0.012773519139965378,551
0.18354673385620118,0.006383009570322071,0.01896696090698242,0.0005694388943967484,0.5,5,not minority,2000,"(1, 2)","{'nb__alpha': 0.5, 'smote__k_neighbors': 5, 'smote__sampling_strategy': 'not minority', 'tfidf__max_features': 2000, 'tfidf__ngram_range': (1, 2)}",0.4343545193761544,0.45802881633600423,0.4270773947894666,0.41133553158664626,0.40076041921104855,0.42631133625986395,0.01974032558160643,639
0.3363856315612793,0.014181351173929501,0.02741661071777344,0.0021352608781505054,0.5,5,not minority,2000,"(1, 3)","{'nb__alpha': 0.5, 'smote__k_neighbors': 5, 'smote__sampling_strategy': 'not minority', 'tfidf__max_features': 2000, 'tfidf__ngram_range': (1, 3)}",0.4383217899154228,0.463475538666611,0.4493738571841602,0.39158222647295216,0.3792518876974598,0.4244010599873212,0.03304471454658771,661
0.07793698310852051,0.005643593221189199,0.011139249801635743,0.0019456496750374442,0.5,5,not minority,3000,"(1, 1)","{'nb__alpha': 0.5, 'smote__k_neighbors': 5, 'smote__sampling_strategy': 'not minority', 'tfidf__max_features': 3000, 'tfidf__ngram_range': (1, 1)}",0.4539593737833195,0.4673728650543467,0.42836048841191277,0.4163027079288898,0.4363943727445657,0.4404779615846069,0.018182607352863093,477
0.18572092056274414,0.0026751038645727197,0.02001633644104004,0.0006610227163935071,0.5,5,not minority,3000,"(1, 2)","{'nb__alpha': 0.5, 'smote__k_neighbors': 5, 'smote__sampling_strategy': 'not minority', 'tfidf__max_features': 3000, 'tfidf__ngram_range': (1, 2)}",0.428856661420377,0.4543937105589547,0.4339877850999726,0.39959320694296263,0.4188458050549243,0.4271354338154382,0.01800123995564112,632
0.3342159271240234,0.005463928223876694,0.02775874137878418,0.0012312628462807795,0.5,5,not minority,3000,"(1, 3)","{'nb__alpha': 0.5, 'smote__k_neighbors': 5, 'smote__sampling_strategy': 'not minority', 'tfidf__max_features': 3000, 'tfidf__ngram_range': (1, 3)}",0.43437023635939653,0.46094724287566136,0.4187097453942797,0.41566147681147414,0.4222254565146947,0.4303828315911013,0.016550556667382667,592
0.07232890129089356,0.0020602437161167486,0.010546731948852538,0.00047696329832583144,0.5,5,not minority,,"(1, 1)","{'nb__alpha': 0.5, 'smote__k_neighbors': 5, 'smote__sampling_strategy': 'not minority', 'tfidf__max_features': None, 'tfidf__ngram_range': (1, 1)}",0.40953285224273445,0.47154689259756766,0.4423911834580191,0.4352502223774179,0.4323711257110473,0.4382184552773573,0.01997028735768301,502
0.2320013999938965,0.012682459335826795,0.022206449508666994,0.00149302807364373,0.5,5,not minority,,"(1, 2)","{'nb__alpha': 0.5, 'smote__k_neighbors': 5, 'smote__sampling_strategy': 'not minority', 'tfidf__max_features': None, 'tfidf__ngram_range': (1, 2)}",0.4195698062497562,0.4917024860112055,0.4460067113537853,0.42904172077890174,0.43117017764476606,0.44349818040768296,0.02554793053532184,441
0.39232945442199707,0.005336277210699809,0.033150434494018555,0.0019030045750843747,0.5,5,not minority,,"(1, 3)","{'nb__alpha': 0.5, 'smote__k_neighbors': 5, 'smote__sampling_strategy': 'not minority', 'tfidf__max_features': None, 'tfidf__ngram_range': (1, 3)}",0.40227667869039135,0.4752753284674268,0.44824482924660636,0.4457454637756576,0.43093594410019254,0.44049564885605497,0.023871799692642394,476
0.07253074645996094,0.002705612773133884,0.010511493682861328,0.0004013687266764197,0.5,5,all,1000,"(1, 1)","{'nb__alpha': 0.5, 'smote__k_neighbors': 5, 'smote__sampling_strategy': 'all', 'tfidf__max_features': 1000, 'tfidf__ngram_range': (1, 1)}",0.44990618909981905,0.5211146995183158,0.45112650486654005,0.4700096715785982,0.433451553851544,0.4651217237829634,0.03029681064749284,206
0.1825890064239502,0.0027258465419899144,0.019025039672851563,0.0012099211629470188,0.5,5,all,1000,"(1, 2)","{'nb__alpha': 0.5, 'smote__k_neighbors': 5, 'smote__sampling_strategy': 'all', 'tfidf__max_features': 1000, 'tfidf__ngram_range': (1, 2)}",0.4737479282548574,0.468362961688439,0.4120231746490407,0.4664525562119643,0.4271937318467104,0.4495560705302023,0.02503289367301759,367
0.33181610107421877,0.0028982108601880627,0.02570500373840332,0.0016896780081768952,0.5,5,all,1000,"(1, 3)","{'nb__alpha': 0.5, 'smote__k_neighbors': 5, 'smote__sampling_strategy': 'all', 'tfidf__max_features': 1000, 'tfidf__ngram_range': (1, 3)}",0.4655702826370613,0.4514310297149469,0.42022174485272024,0.4159409233146867,0.42270947603134645,0.4351746913101523,0.019682837912520987,529
0.07270069122314453,0.0015288343001833512,0.011124753952026367,0.00045602649142174705,0.5,5,all,2000,"(1, 1)","{'nb__alpha': 0.5, 'smote__k_neighbors': 5, 'smote__sampling_strategy': 'all', 'tfidf__max_features': 2000, 'tfidf__ngram_range': (1, 1)}",0.4572001844369209,0.5139722952892078,0.43472522219932697,0.4827415646260659,0.4739984883957778,0.4725275509894599,0.026412500028913478,126
0.19074864387512208,0.008565454010210317,0.019159698486328126,0.0007004545947952431,0.5,5,all,2000,"(1, 2)","{'nb__alpha': 0.5, 'smote__k_neighbors': 5, 'smote__sampling_strategy': 'all', 'tfidf__max_features': 2000, 'tfidf__ngram_range': (1, 2)}",0.47105237265009464,0.5524716322220485,0.42455926697253266,0.4614175122264865,0.42837730847942057,0.46757561851011664,0.04613947820553336,182
0.34570889472961425,0.007780592974045758,0.027854251861572265,0.0014130863458839244,0.5,5,all,2000,"(1, 3)","{'nb__alpha': 0.5, 'smote__k_neighbors': 5, 'smote__sampling_strategy': 'all', 'tfidf__max_features': 2000, 'tfidf__ngram_range': (1, 3)}",0.464886901411094,0.5327354337216498,0.4274174872414913,0.4176569301021816,0.4049156519658318,0.44952248088844965,0.04616118324911752,371
0.0749788761138916,0.0011934383943482554,0.011323928833007812,0.0017889106295063796,0.5,5,all,3000,"(1, 1)","{'nb__alpha': 0.5, 'smote__k_neighbors': 5, 'smote__sampling_strategy': 'all', 'tfidf__max_features': 3000, 'tfidf__ngram_range': (1, 1)}",0.4563696813406859,0.5312291709740857,0.4180201825474032,0.4851978965037952,0.469856821698408,0.47213475061287563,0.036999754444060326,130
0.1901782989501953,0.00378273656413338,0.019615793228149415,0.0005821455387672563,0.5,5,all,3000,"(1, 2)","{'nb__alpha': 0.5, 'smote__k_neighbors': 5, 'smote__sampling_strategy': 'all', 'tfidf__max_features': 3000, 'tfidf__ngram_range': (1, 2)}",0.44146917749747405,0.5325147316946817,0.42190665258236615,0.441120308828006,0.450789491372246,0.4575600723949548,0.03863778147667082,258
0.33953633308410647,0.0036018227746557525,0.02672896385192871,0.0011656327646447718,0.5,5,all,3000,"(1, 3)","{'nb__alpha': 0.5, 'smote__k_neighbors': 5, 'smote__sampling_strategy': 'all', 'tfidf__max_features': 3000, 'tfidf__ngram_range': (1, 3)}",0.4496183814549811,0.5247723553220044,0.4073101334661751,0.42023164272090774,0.44996360492014653,0.45037922357684296,0.04074042912115953,349
0.07652382850646973,0.001386685403528688,0.010394906997680664,0.0005896568683943226,0.5,5,all,,"(1, 1)","{'nb__alpha': 0.5, 'smote__k_neighbors': 5, 'smote__sampling_strategy': 'all', 'tfidf__max_features': None, 'tfidf__ngram_range': (1, 1)}",0.4638045609262078,0.5314164757527038,0.43794027114865086,0.47291543238215705,0.46107971803618786,0.4734312916491815,0.03120062671678786,114
0.22699060440063476,0.003993976396823341,0.021507740020751953,0.0013214330765689473,0.5,5,all,,"(1, 2)","{'nb__alpha': 0.5, 'smote__k_neighbors': 5, 'smote__sampling_strategy': 'all', 'tfidf__max_features': None, 'tfidf__ngram_range': (1, 2)}",0.45645122548411665,0.5623367615167116,0.441283467889733,0.4665454941843536,0.4662013366695113,0.47856365714888527,0.042881157562329845,68
0.4180450439453125,0.00898395838090199,0.03269119262695312,0.0019447074221506202,0.5,5,all,,"(1, 3)","{'nb__alpha': 0.5, 'smote__k_neighbors': 5, 'smote__sampling_strategy': 'all', 'tfidf__max_features': None, 'tfidf__ngram_range': (1, 3)}",0.4343457865267626,0.5467926650902621,0.44715550462786996,0.4361477879057472,0.46569417736074575,0.4660271843022775,0.0418946377673856,192
0.04612269401550293,0.004634218298477985,0.0,0.0,0.5,5,"{1: 1000, 0: 500}",1000,"(1, 1)","{'nb__alpha': 0.5, 'smote__k_neighbors': 5, 'smote__sampling_strategy': {1: 1000, 0: 500}, 'tfidf__max_features': 1000, 'tfidf__ngram_range': (1, 1)}",,,,,,,,959
0.1902237892150879,0.01256833905379274,0.0,0.0,0.5,5,"{1: 1000, 0: 500}",1000,"(1, 2)","{'nb__alpha': 0.5, 'smote__k_neighbors': 5, 'smote__sampling_strategy': {1: 1000, 0: 500}, 'tfidf__max_features': 1000, 'tfidf__ngram_range': (1, 2)}",,,,,,,,959
0.32492852210998535,0.02373051350106148,0.0,0.0,0.5,5,"{1: 1000, 0: 500}",1000,"(1, 3)","{'nb__alpha': 0.5, 'smote__k_neighbors': 5, 'smote__sampling_strategy': {1: 1000, 0: 500}, 'tfidf__max_features': 1000, 'tfidf__ngram_range': (1, 3)}",,,,,,,,959
0.049359369277954104,0.004908888534321528,0.0,0.0,0.5,5,"{1: 1000, 0: 500}",2000,"(1, 1)","{'nb__alpha': 0.5, 'smote__k_neighbors': 5, 'smote__sampling_strategy': {1: 1000, 0: 500}, 'tfidf__max_features': 2000, 'tfidf__ngram_range': (1, 1)}",,,,,,,,959
0.17315449714660644,0.022767197680238847,0.0,0.0,0.5,5,"{1: 1000, 0: 500}",2000,"(1, 2)","{'nb__alpha': 0.5, 'smote__k_neighbors': 5, 'smote__sampling_strategy': {1: 1000, 0: 500}, 'tfidf__max_features': 2000, 'tfidf__ngram_range': (1, 2)}",,,,,,,,959
0.3044318199157715,0.00265217106276156,0.0,0.0,0.5,5,"{1: 1000, 0: 500}",2000,"(1, 3)","{'nb__alpha': 0.5, 'smote__k_neighbors': 5, 'smote__sampling_strategy': {1: 1000, 0: 500}, 'tfidf__max_features': 2000, 'tfidf__ngram_range': (1, 3)}",,,,,,,,959
0.04191718101501465,0.0012567543209093548,0.0,0.0,0.5,5,"{1: 1000, 0: 500}",3000,"(1, 1)","{'nb__alpha': 0.5, 'smote__k_neighbors': 5, 'smote__sampling_strategy': {1: 1000, 0: 500}, 'tfidf__max_features': 3000, 'tfidf__ngram_range': (1, 1)}",,,,,,,,959
0.1550136089324951,0.006117703527738536,0.0,0.0,0.5,5,"{1: 1000, 0: 500}",3000,"(1, 2)","{'nb__alpha': 0.5, 'smote__k_neighbors': 5, 'smote__sampling_strategy': {1: 1000, 0: 500}, 'tfidf__max_features': 3000, 'tfidf__ngram_range': (1, 2)}",,,,,,,,959
0.33176913261413576,0.015925083143821118,0.0,0.0,0.5,5,"{1: 1000, 0: 500}",3000,"(1, 3)","{'nb__alpha': 0.5, 'smote__k_neighbors': 5, 'smote__sampling_strategy': {1: 1000, 0: 500}, 'tfidf__max_features': 3000, 'tfidf__ngram_range': (1, 3)}",,,,,,,,959
0.04234747886657715,0.0015178787749846453,0.0,0.0,0.5,5,"{1: 1000, 0: 500}",,"(1, 1)","{'nb__alpha': 0.5, 'smote__k_neighbors': 5, 'smote__sampling_strategy': {1: 1000, 0: 500}, 'tfidf__max_features': None, 'tfidf__ngram_range': (1, 1)}",,,,,,,,959
0.1695526123046875,0.011811502177862058,0.0,0.0,0.5,5,"{1: 1000, 0: 500}",,"(1, 2)","{'nb__alpha': 0.5, 'smote__k_neighbors': 5, 'smote__sampling_strategy': {1: 1000, 0: 500}, 'tfidf__max_features': None, 'tfidf__ngram_range': (1, 2)}",,,,,,,,959
0.3331894397735596,0.023677870940577724,0.0,0.0,0.5,5,"{1: 1000, 0: 500}",,"(1, 3)","{'nb__alpha': 0.5, 'smote__k_neighbors': 5, 'smote__sampling_strategy': {1: 1000, 0: 500}, 'tfidf__max_features': None, 'tfidf__ngram_range': (1, 3)}",,,,,,,,959
0.07833614349365234,0.008917007366701969,0.010610151290893554,0.001153563812532575,0.5,7,auto,1000,"(1, 1)","{'nb__alpha': 0.5, 'smote__k_neighbors': 7, 'smote__sampling_strategy': 'auto', 'tfidf__max_features': 1000, 'tfidf__ngram_range': (1, 1)}",0.4343315849181846,0.5035796493225269,0.4342047922727611,0.49096190681040414,0.43719652953633953,0.4600548925720432,0.030666166966639468,249
0.18264060020446776,0.0016444415424810355,0.018441057205200194,0.0004674954299388428,0.5,7,auto,1000,"(1, 2)","{'nb__alpha': 0.5, 'smote__k_neighbors': 7, 'smote__sampling_strategy': 'auto', 'tfidf__max_features': 1000, 'tfidf__ngram_range': (1, 2)}",0.4771140474298001,0.4628350474607835,0.4147352098633281,0.46686302361621373,0.42815153602193273,0.4499397728784116,0.024104830395091092,355
0.3312079906463623,0.007717942306390622,0.025832176208496094,0.0014804596399490152,0.5,7,auto,1000,"(1, 3)","{'nb__alpha': 0.5, 'smote__k_neighbors': 7, 'smote__sampling_strategy': 'auto', 'tfidf__max_features': 1000, 'tfidf__ngram_range': (1, 3)}",0.4672508849931083,0.44842777527307354,0.39605392839386444,0.4234897955660616,0.42041735761387733,0.43112794836799695,0.024525071135640824,581
0.07497549057006836,0.0017436674738544066,0.011026573181152344,0.000907863004697153,0.5,7,auto,2000,"(1, 1)","{'nb__alpha': 0.5, 'smote__k_neighbors': 7, 'smote__sampling_strategy': 'auto', 'tfidf__max_features': 2000, 'tfidf__ngram_range': (1, 1)}",0.463771692047431,0.5247356099449718,0.4120642124360177,0.4978055955217465,0.4545657949217361,0.47058858097438067,0.03847328420490998,140
0.19194459915161133,0.002907526054140687,0.019349050521850587,0.0009437664150146544,0.5,7,auto,2000,"(1, 2)","{'nb__alpha': 0.5, 'smote__k_neighbors': 7, 'smote__sampling_strategy': 'auto', 'tfidf__max_features': 2000, 'tfidf__ngram_range': (1, 2)}",0.4592548447359457,0.5139603555672966,0.42109161900233427,0.4421868146641392,0.4325825367187651,0.45381523413769614,0.032569640961810226,300
0.33674230575561526,0.010308125274865491,0.026173496246337892,0.0019099263272965563,0.5,7,auto,2000,"(1, 3)","{'nb__alpha': 0.5, 'smote__k_neighbors': 7, 'smote__sampling_strategy': 'auto', 'tfidf__max_features': 2000, 'tfidf__ngram_range': (1, 3)}",0.47158509523755165,0.530414676313683,0.41862879571159256,0.41818463401748607,0.41780734898155575,0.45132411005237383,0.04462377598679035,336
0.07442984580993653,0.0029694253508494952,0.010435152053833007,0.00046883184698958346,0.5,7,auto,3000,"(1, 1)","{'nb__alpha': 0.5, 'smote__k_neighbors': 7, 'smote__sampling_strategy': 'auto', 'tfidf__max_features': 3000, 'tfidf__ngram_range': (1, 1)}",0.4485421757789122,0.5382880668838708,0.4122381971721886,0.5041085293656828,0.46367473578391627,0.47337034099691416,0.04383315848914742,118
0.18998160362243652,0.004145469262871953,0.019310665130615235,0.001337994737238589,0.5,7,auto,3000,"(1, 2)","{'nb__alpha': 0.5, 'smote__k_neighbors': 7, 'smote__sampling_strategy': 'auto', 'tfidf__max_features': 3000, 'tfidf__ngram_range': (1, 2)}",0.4571620104057801,0.5220200093754039,0.4169815682644122,0.4617316247832678,0.44779109811308593,0.46113726218839,0.03420733897893882,243
0.32646684646606444,0.003937334646022879,0.026314401626586915,0.001329150298689852,0.5,7,auto,3000,"(1, 3)","{'nb__alpha': 0.5, 'smote__k_neighbors': 7, 'smote__sampling_strategy': 'auto', 'tfidf__max_features': 3000, 'tfidf__ngram_range': (1, 3)}",0.45441124062763566,0.5094290697302504,0.3920609299881257,0.4342688732860545,0.434106676279938,0.4448553579824009,0.038146922774539495,427
0.07539258003234864,0.00204750195924574,0.011135530471801759,0.0006003653154218248,0.5,7,auto,,"(1, 1)","{'nb__alpha': 0.5, 'smote__k_neighbors': 7, 'smote__sampling_strategy': 'auto', 'tfidf__max_features': None, 'tfidf__ngram_range': (1, 1)}",0.43445203708838986,0.5100882416166721,0.42852792939962064,0.4739343384936394,0.4563159985239927,0.46066370902446296,0.02952137087888423,245
0.215535306930542,0.0032076876482789404,0.021714210510253906,0.0005647194966311484,0.5,7,auto,,"(1, 2)","{'nb__alpha': 0.5, 'smote__k_neighbors': 7, 'smote__sampling_strategy': 'auto', 'tfidf__max_features': None, 'tfidf__ngram_range': (1, 2)}",0.46397913745167363,0.563240159051436,0.4461080390492613,0.4758186849217589,0.4597007411951167,0.4817693523338494,0.041828572526902696,37
0.39410128593444826,0.007924168460900553,0.03166651725769043,0.0015287140717940295,0.5,7,auto,,"(1, 3)","{'nb__alpha': 0.5, 'smote__k_neighbors': 7, 'smote__sampling_strategy': 'auto', 'tfidf__max_features': None, 'tfidf__ngram_range': (1, 3)}",0.4536961277244094,0.5394700331951269,0.44492371760411736,0.4245831717213071,0.46617892695287,0.46577039543956616,0.03926464775990846,198
0.045320558547973636,0.0012924973395127962,0.010518074035644531,0.0005516660542668933,0.5,7,minority,1000,"(1, 1)","{'nb__alpha': 0.5, 'smote__k_neighbors': 7, 'smote__sampling_strategy': 'minority', 'tfidf__max_features': 1000, 'tfidf__ngram_range': (1, 1)}",0.24259252679225318,0.29108088272128,0.216703936973179,0.2357294921496044,0.22612371697119288,0.24244611112150188,0.025843976076468985,890
0.1521829605102539,0.003371044786668009,0.018424367904663085,0.001521754962415002,0.5,7,minority,1000,"(1, 2)","{'nb__alpha': 0.5, 'smote__k_neighbors': 7, 'smote__sampling_strategy': 'minority', 'tfidf__max_features': 1000, 'tfidf__ngram_range': (1, 2)}",0.25610946227619336,0.2529048587957617,0.21039212809265007,0.24279617408639698,0.23214158942542443,0.23886884253528531,0.016527866495581495,903
0.29737043380737305,0.004661271018320731,0.025483131408691406,0.002089526994807037,0.5,7,minority,1000,"(1, 3)","{'nb__alpha': 0.5, 'smote__k_neighbors': 7, 'smote__sampling_strategy': 'minority', 'tfidf__max_features': 1000, 'tfidf__ngram_range': (1, 3)}",0.251801041115857,0.2517463204450209,0.2196577206345764,0.2399552649954879,0.22612077782613715,0.23785622500341588,0.013120250747515308,909
0.045864105224609375,0.0007936048971689177,0.010597038269042968,0.0006806852086830272,0.5,7,minority,2000,"(1, 1)","{'nb__alpha': 0.5, 'smote__k_neighbors': 7, 'smote__sampling_strategy': 'minority', 'tfidf__max_features': 2000, 'tfidf__ngram_range': (1, 1)}",0.26871027554836213,0.2952920427549435,0.2210130455389284,0.2562052029669051,0.22943853164709788,0.25413181969124743,0.026898349138274227,838
0.15456123352050782,0.003764432893522108,0.018404150009155275,0.0009606382809647948,0.5,7,minority,2000,"(1, 2)","{'nb__alpha': 0.5, 'smote__k_neighbors': 7, 'smote__sampling_strategy': 'minority', 'tfidf__max_features': 2000, 'tfidf__ngram_range': (1, 2)}",0.2540465429617425,0.3050354449978253,0.23930686348672342,0.25502502254021825,0.2391675525706371,0.25851628531142934,0.024246958884993106,799
0.2919894218444824,0.007415556132793961,0.02467341423034668,0.0010523592489336128,0.5,7,minority,2000,"(1, 3)","{'nb__alpha': 0.5, 'smote__k_neighbors': 7, 'smote__sampling_strategy': 'minority', 'tfidf__max_features': 2000, 'tfidf__ngram_range': (1, 3)}",0.25463099391384053,0.29173238475564056,0.23653674502267114,0.2642947434462164,0.24084775180644497,0.2576085237889627,0.01971269866132458,804
0.047129249572753905,0.001836522047314237,0.010880804061889649,0.0008111028598329283,0.5,7,minority,3000,"(1, 1)","{'nb__alpha': 0.5, 'smote__k_neighbors': 7, 'smote__sampling_strategy': 'minority', 'tfidf__max_features': 3000, 'tfidf__ngram_range': (1, 1)}",0.2595805535550822,0.3048309498805395,0.22419235343779853,0.26925005185233,0.23521524681831832,0.2586138311088137,0.028222039910000652,797
0.16575827598571777,0.016187502409129056,0.018508100509643556,0.0010658805068181904,0.5,7,minority,3000,"(1, 2)","{'nb__alpha': 0.5, 'smote__k_neighbors': 7, 'smote__sampling_strategy': 'minority', 'tfidf__max_features': 3000, 'tfidf__ngram_range': (1, 2)}",0.27590897304065687,0.31116466436233875,0.2462569485110432,0.2679514906846462,0.25764076444527356,0.2717845682087917,0.022064458859983944,741
0.292215633392334,0.0020219261780044756,0.026363611221313477,0.001298476814334096,0.5,7,minority,3000,"(1, 3)","{'nb__alpha': 0.5, 'smote__k_neighbors': 7, 'smote__sampling_strategy': 'minority', 'tfidf__max_features': 3000, 'tfidf__ngram_range': (1, 3)}",0.2727957327950637,0.30996633736886814,0.2460914570813515,0.2668627267729334,0.25682198715269716,0.2705076482341827,0.021720758003776208,749
0.04700946807861328,0.0008225593427268143,0.010009479522705079,0.0004306539001345075,0.5,7,minority,,"(1, 1)","{'nb__alpha': 0.5, 'smote__k_neighbors': 7, 'smote__sampling_strategy': 'minority', 'tfidf__max_features': None, 'tfidf__ngram_range': (1, 1)}",0.24233335570544873,0.3034177642163278,0.203337152901354,0.24939005036364392,0.2235527944994202,0.24440622353723893,0.033564955860939466,881
0.16745438575744628,0.0030610102769583775,0.020763158798217773,0.0006839476840204414,0.5,7,minority,,"(1, 2)","{'nb__alpha': 0.5, 'smote__k_neighbors': 7, 'smote__sampling_strategy': 'minority', 'tfidf__max_features': None, 'tfidf__ngram_range': (1, 2)}",0.2672735626867102,0.26780290227845693,0.21552099852001996,0.2520337697807028,0.2344687251416555,0.24741999168150905,0.020080813450223535,860
0.31720809936523436,0.008613360687257297,0.03177328109741211,0.0032564665687380796,0.5,7,minority,,"(1, 3)","{'nb__alpha': 0.5, 'smote__k_neighbors': 7, 'smote__sampling_strategy': 'minority', 'tfidf__max_features': None, 'tfidf__ngram_range': (1, 3)}",0.25017967962787446,0.30443826936868035,0.2066645954129115,0.2403311399995973,0.2277669875623743,0.24587613439428754,0.03269335438721895,870
0.06551718711853027,0.002549131028660883,0.010301446914672852,0.00044188905174621403,0.5,7,not minority,1000,"(1, 1)","{'nb__alpha': 0.5, 'smote__k_neighbors': 7, 'smote__sampling_strategy': 'not minority', 'tfidf__max_features': 1000, 'tfidf__ngram_range': (1, 1)}",0.4284565193645965,0.45504408522608725,0.43017380344763356,0.421297726093222,0.40882724030119333,0.4287598748865465,0.01513898621340747,605
0.1721649169921875,0.0031267334141405275,0.017690038681030272,0.0006886697376727584,0.5,7,not minority,1000,"(1, 2)","{'nb__alpha': 0.5, 'smote__k_neighbors': 7, 'smote__sampling_strategy': 'not minority', 'tfidf__max_features': 1000, 'tfidf__ngram_range': (1, 2)}",0.46285232094390183,0.45839669476884726,0.4348006646796949,0.40150914068379706,0.4077063982357742,0.43305304386240306,0.02518262101780453,560
0.31669793128967283,0.005749106231121284,0.025202131271362303,0.0015831872731815436,0.5,7,not minority,1000,"(1, 3)","{'nb__alpha': 0.5, 'smote__k_neighbors': 7, 'smote__sampling_strategy': 'not minority', 'tfidf__max_features': 1000, 'tfidf__ngram_range': (1, 3)}",0.4541562920272847,0.44224196761667767,0.43413788631278083,0.3957750701632316,0.39631253344423334,0.4245247499128416,0.02411146501756258,659
0.07031183242797852,0.004276074059973457,0.011047077178955079,0.0011572837967120133,0.5,7,not minority,2000,"(1, 1)","{'nb__alpha': 0.5, 'smote__k_neighbors': 7, 'smote__sampling_strategy': 'not minority', 'tfidf__max_features': 2000, 'tfidf__ngram_range': (1, 1)}",0.42177020804236354,0.45400407331279274,0.4243422403440408,0.40886688027999707,0.41672008895375934,0.4251406981865907,0.01536773224339579,649
